isValidAPK,perm_1,perm_2,perm_3,perm_4,perm_5,perm_6,perm_7,perm_8,perm_9,perm_10,perm_11,perm_12,perm_13,perm_14,perm_15,perm_16,perm_17,perm_18,perm_19,perm_20,perm_21,perm_22,perm_23,perm_24,perm_25,perm_26,perm_27,perm_28,perm_29,perm_30,perm_31,perm_32,serv_1,serv_2,serv_3,serv_4,serv_5,serv_6,serv_7,serv_8,serv_9,recv_1,recv_2,recv_3,recv_4,recv_5,recv_6,recv_7,recv_8,recv_9,recv_10,recv_11,recv_12,recv_13
1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
